property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied,avm_value_modelA,avm_value_modelB,assessment_ratio,assessment_flag,avm_residual_pct
P-101793,Henderson,NV,Clark,Single Family,6,2.5,3919,14225,1980,702963.99,658261.38,False,681525.0,590421.23,1.0679,Within band,3.05
P-101794,Saint Paul,MN,Ramsey,Single Family,1,1.5,2056,3419,2009,527589.03,482702.52,True,514649.95,409709.74,1.093,Within band,2.45
P-101795,Lexington,KY,Fayette,Condo,3,3.5,1270,8128,1962,489002.67,522702.46,False,503459.36,452776.27,0.9355,Within band,-2.96
P-101796,Seattle,WA,King,Townhouse,6,3.5,1504,10900,1923,885187.71,789035.21,True,856707.02,844805.85,1.1219,Under-assessed,3.22
P-101797,Miami,FL,Miami-Dade,Condo,2,4.0,2263,6164,1920,366253.18,377853.82,False,384576.69,417310.01,0.9693,Within band,-5.0
P-101800,Miami,FL,Miami-Dade,Single Family,1,3.5,3574,13235,1930,724072.52,746318.51,True,727565.91,580145.27,0.9702,Within band,-0.48
P-101801,Cincinnati,OH,Hamilton,Condo,6,3.0,953,7272,1964,669281.74,661815.32,True,681516.16,613754.9,1.0113,Within band,-1.83
P-101802,Arlington,VA,Arlington,Single Family,4,5.0,5908,11156,1974,476645.89,407382.73,True,458809.33,541667.22,1.17,Under-assessed,3.74
P-101803,Albuquerque,NM,Bernalillo,Single Family,6,1.5,816,10750,2020,291818.34,233737.25,True,276290.92,382814.12,1.2485,Under-assessed,5.32
P-101804,Oakland,CA,Alameda,Single Family,6,4.0,6062,8815,1987,523575.79,544874.8,False,539102.11,1071152.94,0.9609,Within band,-2.97
P-101806,Eugene,OR,Lane,Townhouse,6,1.5,5456,8196,1939,344302.6,359722.66,True,350271.79,483478.46,0.9571,Within band,-1.73
P-101807,Everett,WA,Snohomish,Single Family,4,4.5,2776,14613,1987,1718999.33,1472737.23,True,1650644.72,1958067.89,1.1672,Under-assessed,3.98
P-101809,San Francisco,CA,San Francisco,Townhouse,1,2.0,3725,11767,1934,2210858.55,2047406.7,True,2244952.98,1525465.34,1.0798,Within band,-1.54
P-101810,Charlotte,NC,Mecklenburg,Multi Family,5,2.0,4823,16680,2020,492404.22,428700.17,True,462469.8,497203.07,1.1486,Under-assessed,6.08
P-101811,Tacoma,WA,Pierce,Single Family,5,2.0,3903,13584,2005,2247162.98,2300651.25,False,2340715.51,1963766.57,0.9768,Within band,-4.16
P-101812,New Orleans,LA,Orleans,Townhouse,1,2.5,5250,15916,1955,654814.87,689649.62,True,672990.43,548675.34,0.9495,Within band,-2.78
P-101813,Baltimore,MD,Baltimore,Single Family,6,3.0,2334,7278,2002,683117.79,597243.41,True,678462.52,902125.58,1.1438,Under-assessed,0.68
P-101814,Baton Rouge,LA,East Baton Rouge,Single Family,6,2.5,3717,13408,2009,786621.64,781190.51,True,792283.12,708595.59,1.007,Within band,-0.72
P-101815,Miami,FL,Miami-Dade,Condo,3,3.5,735,7284,1993,712033.29,734963.05,False,750115.61,467276.31,0.9688,Within band,-5.35
P-101816,Dallas,TX,Dallas,Condo,5,2.5,3457,8018,1994,237197.88,197358.42,False,235300.13,361591.07,1.2019,Under-assessed,0.8
P-101817,Omaha,NE,Douglas,Townhouse,2,3.5,4272,9530,1946,532362.11,506190.73,False,524661.71,632692.82,1.0517,Within band,1.45
P-101818,Aurora,CO,Arapahoe,Multi Family,3,2.0,3748,6817,1958,1298603.72,1392853.06,False,1331810.37,793779.37,0.9323,Within band,-2.56
P-101819,Tucson,AZ,Pima,Single Family,6,2.5,5266,9927,1920,502349.31,414442.2,True,483690.25,584265.15,1.2121,Under-assessed,3.71
P-101821,Brooklyn,NY,Kings,Single Family,1,2.0,1955,6723,2001,775416.89,713234.66,True,797008.75,977555.51,1.0872,Within band,-2.78
P-101822,San Francisco,CA,San Francisco,Condo,4,4.0,3546,15519,2022,487615.76,439909.01,False,500399.71,865825.63,1.1084,Under-assessed,-2.62
P-101823,Portland,OR,Multnomah,Townhouse,2,3.0,5454,8374,1941,402773.23,426470.83,True,417282.2,550691.59,0.9444,Within band,-3.6
P-101824,Seattle,WA,King,Single Family,2,5.0,3564,14924,2010,1660152.88,1617527.24,True,1693860.72,1741234.33,1.0264,Within band,-2.03
P-101825,Tampa,FL,Hillsborough,Single Family,1,5.0,5896,10855,2009,359634.46,393406.94,True,421838.99,548940.52,0.9142,Within band,-17.3
P-101826,Provo,UT,Utah,Single Family,2,4.0,4344,15288,1961,860550.52,924181.57,True,856876.7,556004.98,0.9311,Within band,0.43
P-101827,Lawrenceville,GA,Gwinnett,Single Family,2,1.0,4838,9993,1937,289828.08,266871.57,True,288856.67,663391.65,1.086,Within band,0.34
P-101829,Eugene,OR,Lane,Condo,6,5.0,4642,15124,2010,1391914.47,1409311.29,False,1377113.67,1225434.24,0.9877,Within band,1.06
P-101831,Manhattan,NY,New York,Townhouse,3,1.5,4178,15096,1988,2257462.68,2207930.21,False,2293746.34,1554203.91,1.0224,Within band,-1.61
P-101832,Las Vegas,NV,Clark,Single Family,7,5.0,5323,8447,1968,625521.28,617994.69,True,639487.6,551488.63,1.0122,Within band,-2.23
P-101833,Tacoma,WA,Pierce,Condo,1,5.0,5631,15495,1967,2215380.43,2317699.09,True,2231168.06,1964119.87,0.9559,Within band,-0.71
P-101835,Chicago,IL,Cook,Multi Family,2,1.5,2547,11506,1921,753255.98,683595.54,True,723273.8,457911.07,1.1019,Under-assessed,3.98
P-101836,Tacoma,WA,Pierce,Condo,7,2.5,6399,6965,2015,1448588.8,1311415.59,False,1429828.09,2029077.1,1.1046,Under-assessed,1.3
P-101837,San Antonio,TX,Bexar,Condo,7,4.0,2479,9063,2016,397275.74,318990.54,True,388617.52,514278.79,1.2454,Under-assessed,2.18
P-101839,Columbia,SC,Richland,Single Family,6,3.5,1738,3704,1929,824463.2,844878.02,False,841013.61,547398.75,0.9758,Within band,-2.01
P-101840,Irvine,CA,Orange,Single Family,1,5.0,4727,11325,1940,3420666.6,3574334.51,False,3368041.74,2822580.74,0.957,Within band,1.54
P-101841,San Antonio,TX,Bexar,Multi Family,3,5.0,3649,15367,1931,648457.99,543859.61,True,604788.97,401041.27,1.1923,Under-assessed,6.73
P-101842,Sacramento,CA,Sacramento,Single Family,4,5.0,4455,13186,1977,2406664.93,2063638.2,True,2427818.09,1678436.87,1.1662,Under-assessed,-0.88
P-101843,Naperville,IL,DuPage,Single Family,3,2.5,2278,7304,1959,221173.25,204233.05,False,227713.6,489246.93,1.0829,Within band,-2.96
P-101844,Oakland,CA,Alameda,Townhouse,3,4.5,5279,10250,1937,594341.63,610954.53,True,597077.64,1038863.81,0.9728,Within band,-0.46
P-101845,Jacksonville,FL,Duval,Condo,7,5.0,5368,14449,1983,677945.17,709775.66,False,718064.73,690273.22,0.9552,Within band,-5.92
P-101846,Baltimore,MD,Baltimore,Single Family,5,2.5,5635,13113,2002,1063033.27,863731.46,True,992941.5,879320.82,1.2307,Under-assessed,6.59
P-101847,Raleigh,NC,Wake,Single Family,6,4.5,2429,7025,1934,540069.73,437017.04,False,465149.15,338597.56,1.2358,Under-assessed,13.87
P-101848,Charlotte,NC,Mecklenburg,Townhouse,2,1.5,5018,15463,1961,305972.26,310894.68,False,333513.98,538186.32,0.9842,Within band,-9.0
P-101849,Eugene,OR,Lane,Condo,3,4.0,4336,4474,1937,1472545.38,1384896.9,True,1403471.86,1135618.38,1.0633,Within band,4.69
P-101851,Salt Lake City,UT,Salt Lake,Single Family,7,1.0,917,8380,2019,229073.79,183887.76,True,218098.28,331926.48,1.2457,Under-assessed,4.79
P-101852,Tampa,FL,Hillsborough,Single Family,5,1.0,2889,4441,1922,863000.16,833300.47,True,864940.01,493716.38,1.0356,Within band,-0.22
P-101853,Queens,NY,Queens,Single Family,1,3.0,5211,14199,1973,1883557.83,1961840.97,True,1857240.49,1474015.19,0.9601,Within band,1.4
P-101854,Bronx,NY,Bronx,Condo,7,1.0,4397,8399,1937,1389271.1,1386245.42,False,1373713.24,1283050.48,1.0022,Within band,1.12
P-101855,Waukegan,IL,Lake,Single Family,4,5.0,5432,14826,1938,323675.0,314639.0,True,328088.79,431757.6,1.0287,Within band,-1.36
P-101856,Lawrenceville,GA,Gwinnett,Condo,2,2.5,1285,5615,1965,657685.01,599463.89,True,636344.88,633375.01,1.0971,Within band,3.24
P-101857,San Jose,CA,Santa Clara,Condo,2,2.0,3500,9747,2023,2532023.04,2047141.46,True,2461971.67,1942113.75,1.2369,Under-assessed,2.77
P-101858,Naperville,IL,DuPage,Single Family,5,1.0,5843,8095,1923,415761.02,345388.57,True,394820.23,548847.15,1.2037,Under-assessed,5.04
P-101859,Columbus,OH,Franklin,Single Family,6,4.0,4185,14899,1951,703644.97,735232.05,False,740230.16,713199.7,0.957,Within band,-5.2
P-101860,Tampa,FL,Hillsborough,Townhouse,6,3.0,2812,5133,1972,737842.84,708463.07,False,746555.51,421733.01,1.0415,Within band,-1.18
P-101861,Grand Rapids,MI,Kent,Single Family,3,3.0,857,3854,2022,269373.02,243567.42,True,261660.57,399162.5,1.1059,Under-assessed,2.86
P-101862,Albuquerque,NM,Bernalillo,Single Family,3,1.0,4672,16404,2005,516614.61,519630.46,True,532068.1,520994.11,0.9942,Within band,-2.99
P-101863,Jacksonville,FL,Duval,Single Family,4,3.0,2936,7416,1992,424604.31,414494.54,True,428471.6,431484.53,1.0244,Within band,-0.91
P-101864,Detroit,MI,Wayne,Single Family,6,4.5,3583,9563,2022,282156.3,275979.29,False,283735.19,362027.77,1.0224,Within band,-0.56
P-101865,Dallas,TX,Dallas,Condo,1,4.5,1887,7792,1952,751664.43,766202.89,True,747286.68,517521.01,0.981,Within band,0.58
P-101866,Phoenix,AZ,Maricopa,Multi Family,2,3.5,6075,7781,2010,492000.8,411958.45,True,483941.12,586975.67,1.1943,Under-assessed,1.64
P-101867,Tucson,AZ,Pima,Condo,3,3.0,1866,9401,1991,567101.66,570336.25,False,600568.76,497525.41,0.9943,Within band,-5.9
P-101868,Nashville,TN,Davidson,Condo,1,2.0,4275,16155,1944,686005.3,694847.34,True,682535.36,550269.58,0.9873,Within band,0.51
P-101869,Jacksonville,FL,Duval,Condo,4,2.0,4497,10845,1933,480102.37,423060.02,True,460591.21,536394.95,1.1348,Under-assessed,4.06
P-101871,Honolulu,HI,Honolulu,Single Family,4,4.0,4617,12506,2021,1282367.89,1266319.12,True,1386263.97,1212249.73,1.0127,Within band,-8.1
P-101872,Kansas City,MO,Jackson,Multi Family,7,2.0,1253,6900,1935,152030.17,138926.18,True,146226.65,259045.35,1.0943,Within band,3.82
P-101873,Albuquerque,NM,Bernalillo,Townhouse,2,4.5,1159,7076,1965,491594.08,536268.97,True,530203.19,440003.81,0.9167,Within band,-7.85
P-101874,Phoenix,AZ,Maricopa,Condo,4,4.5,2465,4192,1936,597594.6,637469.99,True,642207.72,428812.23,0.9374,Within band,-7.47
P-101876,Memphis,TN,Shelby,Townhouse,4,1.0,1676,5519,1946,178801.27,186526.79,True,182820.32,229679.41,0.9586,Within band,-2.25
P-101877,San Antonio,TX,Bexar,Condo,5,1.0,4154,4203,1997,340747.34,320117.5,True,343425.63,515840.25,1.0644,Within band,-0.79
P-101878,San Diego,CA,San Diego,Townhouse,5,4.5,3258,8839,2007,2100689.74,2050925.02,True,2341571.63,2344479.69,1.0243,Within band,-11.47
P-101880,Henderson,NV,Clark,Multi Family,3,2.5,3023,12931,1945,789484.99,656840.27,True,716108.98,499981.06,1.2019,Under-assessed,9.29
P-101881,Portland,OR,Multnomah,Townhouse,5,3.5,4257,8692,1999,390451.59,322439.97,False,368343.1,578138.11,1.2109,Under-assessed,5.66
P-101882,Boston,MA,Suffolk,Townhouse,2,4.5,4472,5330,1929,3399396.61,3305904.03,False,3332240.99,3028586.22,1.0283,Within band,1.98
P-101883,Durham,NC,Durham,Condo,1,4.5,5746,15399,1945,423403.05,440567.9,False,466442.99,768483.53,0.961,Within band,-10.17
P-101884,Phoenix,AZ,Maricopa,Single Family,2,3.5,3789,11715,1943,891425.75,941158.83,True,885076.14,637257.15,0.9472,Within band,0.71
P-101885,Lexington,KY,Fayette,Single Family,3,4.0,3718,4041,1920,572660.37,582506.2,False,589390.3,552485.85,0.9831,Within band,-2.92
P-101886,Philadelphia,PA,Philadelphia,Single Family,7,2.5,5817,12463,1963,630304.03,615486.87,False,653857.11,564942.41,1.0241,Within band,-3.74
P-101888,San Francisco,CA,San Francisco,Single Family,6,4.0,2552,10805,2009,1848216.46,1963722.41,False,1884499.25,1542458.24,0.9412,Within band,-1.96
P-101889,Henderson,NV,Clark,Single Family,3,5.0,4691,9730,1928,333761.95,317665.06,False,348241.23,485476.62,1.0507,Within band,-4.34
P-101890,Boston,MA,Suffolk,Townhouse,2,1.5,5785,8423,1937,1075110.76,1045945.74,True,1099566.79,1502117.06,1.0279,Within band,-2.27
P-101891,Houston,TX,Harris,Single Family,3,3.0,4789,9025,2019,393863.01,424229.2,True,416962.15,433981.21,0.9284,Within band,-5.86
P-101892,Billings,MT,Yellowstone,Townhouse,7,2.5,5324,6708,1932,433458.12,442810.58,False,446801.11,474256.58,0.9789,Within band,-3.08
P-101893,Cleveland,OH,Cuyahoga,Multi Family,1,5.0,3490,5549,1921,510104.47,550146.49,True,533135.82,616280.11,0.9272,Within band,-4.52
P-101894,Decatur,GA,DeKalb,Condo,5,4.5,4935,7136,1995,555483.11,610376.19,True,607920.15,588071.97,0.9101,Within band,-9.44
P-101895,Indianapolis,IN,Marion,Condo,4,2.5,5886,14507,1975,732395.22,593540.64,True,698354.6,759442.52,1.2339,Under-assessed,4.65
P-101896,Fort Worth,TX,Tarrant,Single Family,5,2.5,5242,9158,1950,760221.95,632921.47,False,712387.75,577045.13,1.2011,Under-assessed,6.29
P-101898,Charleston,SC,Charleston,Condo,2,5.0,4337,16012,1931,632250.04,572015.11,False,623755.09,595667.27,1.1053,Under-assessed,1.34
P-101899,Provo,UT,Utah,Single Family,6,5.0,1753,7110,2007,421918.12,425188.06,False,440087.19,320598.94,0.9923,Within band,-4.31
P-101900,Jacksonville,FL,Duval,Single Family,5,2.5,3822,15028,1988,341486.66,326995.06,True,339746.07,452267.71,1.0443,Within band,0.51
P-101901,Baltimore,MD,Baltimore,Single Family,7,1.5,5570,6522,2006,1243951.59,1111896.69,True,1258830.23,1087115.68,1.1188,Under-assessed,-1.2
P-101902,Kansas City,MO,Jackson,Townhouse,6,1.5,5286,5965,2001,333732.65,340174.66,True,347946.51,504289.62,0.9811,Within band,-4.26
P-101903,Miami,FL,Miami-Dade,Condo,5,2.5,6155,11935,1924,527100.54,451505.45,False,518938.21,515572.94,1.1674,Under-assessed,1.55
P-101904,Scottsdale,AZ,Maricopa,Condo,7,3.0,1136,12155,1955,817295.38,688443.04,False,712598.57,511897.72,1.1872,Under-assessed,12.81
P-101905,Cleveland,OH,Cuyahoga,Townhouse,6,4.5,800,3089,1953,330467.21,356363.22,True,339334.32,377750.09,0.9273,Within band,-2.68
P-101906,Atlanta,GA,Fulton,Single Family,4,2.5,4610,11756,1965,387655.08,356391.12,False,375445.34,499707.77,1.0877,Within band,3.15
P-101907,Henderson,NV,Clark,Multi Family,4,4.0,1466,7029,2007,312709.25,325089.77,True,350946.63,549401.66,0.9619,Within band,-12.23
P-101908,San Diego,CA,San Diego,Condo,3,2.5,5814,9902,1992,604144.51,568962.11,False,586097.67,1339298.38,1.0618,Within band,2.99
P-101909,Eugene,OR,Lane,Single Family,7,2.0,5539,15429,1925,565256.75,568985.62,True,587724.98,630971.48,0.9934,Within band,-3.97
P-101910,Columbus,OH,Franklin,Single Family,1,1.5,4052,15084,1943,886758.84,931070.17,False,870141.85,809096.32,0.9524,Within band,1.87
P-101911,Sacramento,CA,Sacramento,Condo,2,4.0,2787,7540,1952,1091309.16,1118182.22,True,1157142.8,1311337.04,0.976,Within band,-6.03
P-101912,Albuquerque,NM,Bernalillo,Single Family,4,5.0,2557,7785,1940,480216.15,506221.56,True,493911.01,475496.64,0.9486,Within band,-2.85
P-101913,Fort Lauderdale,FL,Broward,Single Family,1,1.0,5416,6126,1927,639169.16,632931.43,False,656544.49,648049.07,1.0099,Within band,-2.72
P-101914,Eugene,OR,Lane,Single Family,2,5.0,5990,11053,1979,1085067.02,962224.93,False,1074859.33,880436.03,1.1277,Under-assessed,0.94
P-101915,Knoxville,TN,Knox,Condo,3,1.5,4413,9534,1983,279130.13,228997.11,True,270491.06,447100.08,1.2189,Under-assessed,3.09
P-101916,Louisville,KY,Jefferson,Condo,6,2.5,4267,9424,1939,262223.88,240865.34,True,267894.32,409034.33,1.0887,Within band,-2.16
P-101917,Jacksonville,FL,Duval,Townhouse,6,3.5,2221,9645,2002,221760.17,203786.43,False,223063.82,311818.69,1.0882,Within band,-0.59
P-101918,Decatur,GA,DeKalb,Single Family,2,5.0,1769,3765,1922,603548.24,548330.27,False,604269.84,466565.31,1.1007,Under-assessed,-0.12
P-101919,Tulsa,OK,Tulsa,Condo,5,4.0,1690,10815,1953,139950.21,130119.46,False,136614.16,162161.79,1.0756,Within band,2.38
P-101920,Waukegan,IL,Lake,Single Family,4,5.0,1876,6966,1958,431406.1,393953.9,False,431721.72,438199.47,1.0951,Within band,-0.07
P-101921,Louisville,KY,Jefferson,Townhouse,6,1.0,4936,10293,1962,571839.49,592505.14,True,646014.57,661433.39,0.9651,Within band,-12.97
P-101922,Naperville,IL,DuPage,Condo,6,3.0,6480,13244,1989,759629.36,769870.18,True,768289.46,740716.91,0.9867,Within band,-1.14
P-101923,Raleigh,NC,Wake,Single Family,3,4.0,1312,10271,1926,884650.0,843921.22,False,826625.97,387519.65,1.0483,Within band,6.56
P-101924,Charleston,SC,Charleston,Condo,1,2.5,6172,16821,2006,829080.49,684004.19,False,790357.44,700482.18,1.2121,Under-assessed,4.67
P-101926,Tulsa,OK,Tulsa,Single Family,7,1.0,1228,7544,1947,194724.16,177222.17,True,192352.4,200996.24,1.0988,Within band,1.22
P-101927,Queens,NY,Queens,Condo,6,1.5,2984,3063,1995,2137605.23,1817794.82,True,2066166.6,2060647.92,1.1759,Under-assessed,3.34
P-101928,Fort Worth,TX,Tarrant,Condo,1,4.5,4580,14993,1960,431105.32,435091.48,True,441399.86,571458.58,0.9908,Within band,-2.39
P-101929,St. Louis,MO,St. Louis,Condo,7,3.0,4938,8844,1952,893126.45,945964.28,True,929672.51,733079.89,0.9441,Within band,-4.09
P-101930,Omaha,NE,Douglas,Condo,4,1.0,1692,9599,1938,535770.18,574256.74,False,564157.83,490309.11,0.933,Within band,-5.3
P-101931,Chicago,IL,Cook,Multi Family,6,1.0,804,6942,1996,798939.01,681802.19,False,766480.94,476834.52,1.1718,Under-assessed,4.06
P-101932,Decatur,GA,DeKalb,Single Family,2,1.5,2404,4234,1932,460589.31,416325.17,True,453538.84,399622.36,1.1063,Under-assessed,1.53
P-101933,Arlington,VA,Arlington,Single Family,7,4.0,4436,13234,1972,1184225.85,949888.63,True,1083403.33,895857.49,1.2467,Under-assessed,8.51
P-101937,San Francisco,CA,San Francisco,Single Family,2,2.0,5093,8163,1992,528686.13,532324.25,True,602016.3,1164005.79,0.9932,Within band,-13.87
P-101938,Oakland,CA,Alameda,Multi Family,5,1.0,1197,11321,1996,570597.78,487079.98,False,555710.2,703194.83,1.1715,Under-assessed,2.61
P-101939,Seattle,WA,King,Condo,5,3.5,4203,13488,1975,3232695.53,2979451.63,False,3170425.69,2245617.04,1.085,Within band,1.93
P-101940,Eugene,OR,Lane,Single Family,2,5.0,5987,14526,1935,993059.1,824179.0,True,975490.66,955285.33,1.2049,Under-assessed,1.77
P-101941,St. Louis,MO,St. Louis,Condo,5,4.0,837,2416,1981,150428.22,156000.75,False,167247.93,377074.26,0.9643,Within band,-11.18
P-101942,Los Angeles,CA,Los Angeles,Townhouse,2,3.0,4303,12573,1940,1793304.99,1507802.7,False,1771221.78,2064901.1,1.1893,Under-assessed,1.23
P-101943,Salt Lake City,UT,Salt Lake,Single Family,4,2.0,5674,15630,1944,287669.05,259430.04,True,276237.88,407807.58,1.1089,Under-assessed,3.97
P-101944,San Antonio,TX,Bexar,Townhouse,7,5.0,3125,9418,1956,536298.06,450809.23,True,512906.85,482437.24,1.1896,Under-assessed,4.36
P-101945,Jacksonville,FL,Duval,Single Family,4,2.0,1874,9628,1951,380122.44,329841.48,False,366852.34,384815.46,1.1524,Under-assessed,3.49
P-101946,Fort Lauderdale,FL,Broward,Single Family,3,2.0,1352,7486,1970,657976.48,700528.9,True,694350.79,490459.04,0.9393,Within band,-5.53
P-101947,Fort Wayne,IN,Allen,Condo,3,3.0,3580,9528,2022,678949.37,728056.45,False,789073.49,328812.49,0.9326,Within band,-16.22
P-101948,Fort Lauderdale,FL,Broward,Townhouse,3,4.5,5855,10587,1941,716941.21,709436.94,False,755792.46,563281.08,1.0106,Within band,-5.42
P-101949,Orlando,FL,Orange,Multi Family,3,4.5,5856,15857,1942,823618.86,754614.88,True,804065.99,637934.1,1.0914,Within band,2.37
P-101951,Tacoma,WA,Pierce,Condo,2,3.0,3256,6476,1929,528418.77,437286.1,False,516215.86,1083455.07,1.2084,Under-assessed,2.31
P-101954,Austin,TX,Travis,Condo,7,1.0,2133,10007,1941,555179.04,547570.43,False,564460.02,284554.15,1.0139,Within band,-1.67
P-101955,San Jose,CA,Santa Clara,Condo,3,2.0,3646,4247,1979,2336355.48,2135938.26,True,2349385.26,1440173.72,1.0938,Within band,-0.56
P-101956,San Jose,CA,Santa Clara,Condo,4,1.0,5856,13649,1948,3018674.94,2638343.87,False,2974454.32,1902106.79,1.1442,Under-assessed,1.46
P-101958,Boise,ID,Ada,Condo,6,1.5,930,6975,1995,290366.17,295862.51,True,303654.44,526627.86,0.9814,Within band,-4.58
P-101959,Scottsdale,AZ,Maricopa,Condo,6,4.0,5670,16036,1969,451917.22,477395.59,True,465992.24,466567.02,0.9466,Within band,-3.11
P-101960,Henderson,NV,Clark,Single Family,4,2.0,6033,8273,1968,362425.15,321004.91,True,366660.8,484872.31,1.129,Under-assessed,-1.17
P-101961,San Jose,CA,Santa Clara,Townhouse,2,3.5,1890,6418,2002,1194724.77,1118199.11,False,1218715.22,1081335.09,1.0684,Within band,-2.01
P-101962,Henderson,NV,Clark,Townhouse,6,2.0,3305,4550,1941,253015.34,273626.83,True,265760.5,385183.73,0.9247,Within band,-5.04
P-101963,San Francisco,CA,San Francisco,Townhouse,7,2.0,5688,10173,1992,2541240.08,2789314.87,True,2696257.83,2257105.35,0.9111,Within band,-6.1
P-101964,Louisville,KY,Jefferson,Townhouse,3,1.0,4185,4200,1927,557011.1,460594.08,True,477802.62,504181.97,1.2093,Under-assessed,14.22
P-101965,Rockville,MD,Montgomery,Condo,6,4.5,3672,15229,1951,700451.3,620106.78,False,680972.79,737885.04,1.1296,Under-assessed,2.78
P-101967,Waukegan,IL,Lake,Single Family,4,1.5,3750,4540,1951,277819.28,283763.37,True,302414.91,508688.34,0.9791,Within band,-8.85
P-101968,Columbia,SC,Richland,Single Family,6,2.0,6145,6405,2000,591815.45,488927.47,False,548902.89,608418.96,1.2104,Under-assessed,7.25
P-101969,Oakland,CA,Alameda,Multi Family,4,4.5,4399,11852,1950,3052600.57,3142876.36,True,3041216.05,1156669.28,0.9713,Within band,0.37
P-101970,San Jose,CA,Santa Clara,Condo,2,3.5,1509,3276,1926,876115.7,754594.62,True,854764.7,976058.16,1.161,Under-assessed,2.44
P-101971,Lawrenceville,GA,Gwinnett,Condo,6,5.0,3179,8689,2015,732663.4,591150.49,False,622803.2,486691.88,1.2394,Under-assessed,14.99
P-101972,Portland,OR,Multnomah,Condo,3,5.0,4511,11670,1940,428834.91,466467.37,False,450481.88,593826.26,0.9193,Within band,-5.05
P-101973,Kansas City,MO,Jackson,Townhouse,3,4.5,1983,7633,1941,640023.1,555966.91,True,613948.56,559201.92,1.1512,Under-assessed,4.07
P-101974,Provo,UT,Utah,Single Family,5,3.0,5542,11411,1930,419592.59,377693.77,True,410282.82,429348.47,1.1109,Under-assessed,2.22
P-101976,Raleigh,NC,Wake,Single Family,5,3.5,969,3015,2007,354983.7,383973.72,True,368128.52,402394.91,0.9245,Within band,-3.7
P-101977,Manhattan,NY,New York,Single Family,7,3.0,6056,7312,1979,1924851.28,1558620.58,False,1804584.14,1782378.13,1.235,Under-assessed,6.25
P-101978,Charlotte,NC,Mecklenburg,Single Family,5,2.0,6213,7651,1969,810489.13,765449.79,True,773616.14,658915.11,1.0588,Within band,4.55
P-101979,Chicago,IL,Cook,Single Family,3,1.0,4064,10474,1986,849718.8,768364.89,True,789188.79,559770.3,1.1059,Under-assessed,7.12
P-101980,Pittsburgh,PA,Allegheny,Condo,1,2.5,4045,7960,1969,315689.66,253891.92,False,298424.0,361872.36,1.2434,Under-assessed,5.47
P-101981,Phoenix,AZ,Maricopa,Condo,3,1.5,4784,7218,1967,428042.68,351086.08,False,415254.37,527238.73,1.2192,Under-assessed,2.99
P-101982,Fort Wayne,IN,Allen,Condo,6,4.0,2223,3620,1993,451388.81,369026.85,False,438466.77,433090.19,1.2232,Under-assessed,2.86
P-101983,Decatur,GA,DeKalb,Single Family,2,4.5,2906,9547,1995,835037.18,670530.21,False,773820.4,583823.52,1.2453,Under-assessed,7.33
P-101984,Boston,MA,Suffolk,Condo,3,3.5,2453,8815,1920,1731186.64,1475201.31,True,1583145.59,1157878.04,1.1735,Under-assessed,8.55
P-101985,Fairfax,VA,Fairfax,Townhouse,5,3.0,1131,1161,2022,657562.34,691379.97,True,763003.24,558195.18,0.9511,Within band,-16.04
P-101986,Lakewood,CO,Jefferson,Multi Family,2,3.5,1643,12841,2012,575121.93,604864.84,False,591713.82,489979.99,0.9508,Within band,-2.88
P-101987,Charlotte,NC,Mecklenburg,Townhouse,3,5.0,6057,12824,1937,635826.75,572531.63,True,616805.29,599679.97,1.1106,Under-assessed,2.99
P-101988,Boston,MA,Suffolk,Condo,6,4.0,4072,10378,1970,1147032.29,1165399.27,True,1175329.08,1707996.55,0.9842,Within band,-2.47
P-101989,Henderson,NV,Clark,Single Family,5,1.0,6474,9308,2005,637936.4,699412.26,True,688212.68,615838.78,0.9121,Within band,-7.88
P-101990,Chicago,IL,Cook,Single Family,7,4.5,6241,11648,1973,472269.79,460280.86,True,494906.4,544963.8,1.026,Within band,-4.79
P-101991,Boston,MA,Suffolk,Multi Family,3,2.0,2926,13126,1957,2876223.71,2363320.23,False,2669153.47,1997191.89,1.217,Under-assessed,7.2
P-101992,Boston,MA,Suffolk,Single Family,3,4.5,4218,12355,1972,1268152.59,1108146.69,True,1220585.96,1251498.57,1.1444,Under-assessed,3.75
P-101993,Brooklyn,NY,Kings,Multi Family,1,3.5,5978,10383,2010,3283342.63,3429062.22,True,3297573.71,2196547.73,0.9575,Within band,-0.43
P-101994,Lawrenceville,GA,Gwinnett,Multi Family,7,4.0,1229,13055,1950,836474.43,881035.33,False,844108.44,522606.78,0.9494,Within band,-0.91
P-101995,New Orleans,LA,Orleans,Single Family,5,2.5,1760,5172,1992,663633.46,687053.83,False,779915.57,626268.24,0.9659,Within band,-17.52
P-101996,Houston,TX,Harris,Multi Family,4,1.5,5203,10563,2005,299197.69,302680.94,True,304561.81,391397.14,0.9885,Within band,-1.79
P-101997,San Antonio,TX,Bexar,Single Family,2,1.0,5333,15455,1974,428894.06,398263.78,False,447474.57,485649.04,1.0769,Within band,-4.33
P-101998,Denver,CO,Denver,Multi Family,4,1.0,4368,14863,1932,995166.26,796882.48,False,841432.82,662824.12,1.2488,Under-assessed,15.45
P-101999,Baton Rouge,LA,East Baton Rouge,Single Family,2,2.5,1221,7651,1952,686126.46,670416.27,False,718877.99,505355.46,1.0234,Within band,-4.77
